sales_key,row_id,order_id,order_date_key,ship_date_key,customer_key,product_key,store_key,shipmode_key,sales,quantity,discount,profit
201,51,CA-2015-115742,20150418,20150422,25,50,4,NULL,75.18,6,0.00,35.3346
202,51,CA-2015-115742,20150418,20150422,25,50,3,NULL,75.18,6,0.00,35.3346
203,51,CA-2015-115742,20150418,20150422,25,50,2,NULL,75.18,6,0.00,35.3346
204,51,CA-2015-115742,20150418,20150422,25,50,1,NULL,75.18,6,0.00,35.3346
205,52,CA-2015-115742,20150418,20150422,25,51,4,NULL,6.16,2,0.00,2.9568
206,52,CA-2015-115742,20150418,20150422,25,51,3,NULL,6.16,2,0.00,2.9568
207,52,CA-2015-115742,20150418,20150422,25,51,2,NULL,6.16,2,0.00,2.9568
208,52,CA-2015-115742,20150418,20150422,25,51,1,NULL,6.16,2,0.00,2.9568
209,53,CA-2015-115742,20150418,20150422,25,52,4,NULL,89.99,1,0.00,17.0981
210,53,CA-2015-115742,20150418,20150422,25,52,3,NULL,89.99,1,0.00,17.0981
211,53,CA-2015-115742,20150418,20150422,25,52,2,NULL,89.99,1,0.00,17.0981
212,53,CA-2015-115742,20150418,20150422,25,52,1,NULL,89.99,1,0.00,17.0981
213,54,CA-2016-105816,20161211,20161217,26,53,4,NULL,15.26,7,0.00,6.2566
214,54,CA-2016-105816,20161211,20161217,26,53,3,NULL,15.26,7,0.00,6.2566
215,54,CA-2016-105816,20161211,20161217,26,53,2,NULL,15.26,7,0.00,6.2566
216,54,CA-2016-105816,20161211,20161217,26,53,1,NULL,15.26,7,0.00,6.2566
217,55,CA-2016-105816,20161211,20161217,26,54,4,NULL,1029.95,5,0.00,298.6855
218,55,CA-2016-105816,20161211,20161217,26,54,3,NULL,1029.95,5,0.00,298.6855
219,55,CA-2016-105816,20161211,20161217,26,54,2,NULL,1029.95,5,0.00,298.6855
220,55,CA-2016-105816,20161211,20161217,26,54,1,NULL,1029.95,5,0.00,298.6855
221,56,CA-2016-111682,20160617,20160618,27,55,4,NULL,208.56,6,0.00,52.1400
222,56,CA-2016-111682,20160617,20160618,27,55,3,NULL,208.56,6,0.00,52.1400
223,56,CA-2016-111682,20160617,20160618,27,55,2,NULL,208.56,6,0.00,52.1400
224,56,CA-2016-111682,20160617,20160618,27,55,1,NULL,208.56,6,0.00,52.1400
225,57,CA-2016-111682,20160617,20160618,27,56,4,NULL,32.40,5,0.00,15.5520
226,57,CA-2016-111682,20160617,20160618,27,56,3,NULL,32.40,5,0.00,15.5520
227,57,CA-2016-111682,20160617,20160618,27,56,2,NULL,32.40,5,0.00,15.5520
228,57,CA-2016-111682,20160617,20160618,27,56,1,NULL,32.40,5,0.00,15.5520
229,58,CA-2016-111682,20160617,20160618,27,57,4,NULL,319.41,5,0.10,7.0980
230,58,CA-2016-111682,20160617,20160618,27,57,3,NULL,319.41,5,0.10,7.0980
231,58,CA-2016-111682,20160617,20160618,27,57,2,NULL,319.41,5,0.10,7.0980
232,58,CA-2016-111682,20160617,20160618,27,57,1,NULL,319.41,5,0.10,7.0980
233,59,CA-2016-111682,20160617,20160618,27,58,4,NULL,14.56,2,0.00,6.9888
234,59,CA-2016-111682,20160617,20160618,27,58,3,NULL,14.56,2,0.00,6.9888
235,59,CA-2016-111682,20160617,20160618,27,58,2,NULL,14.56,2,0.00,6.9888
236,59,CA-2016-111682,20160617,20160618,27,58,1,NULL,14.56,2,0.00,6.9888
237,60,CA-2016-111682,20160617,20160618,27,47,4,NULL,30.00,2,0.00,3.3000
238,60,CA-2016-111682,20160617,20160618,27,47,3,NULL,30.00,2,0.00,3.3000
239,60,CA-2016-111682,20160617,20160618,27,47,2,NULL,30.00,2,0.00,3.3000
240,60,CA-2016-111682,20160617,20160618,27,47,1,NULL,30.00,2,0.00,3.3000
241,61,CA-2016-111682,20160617,20160618,27,59,4,NULL,48.48,4,0.20,16.3620
242,61,CA-2016-111682,20160617,20160618,27,59,3,NULL,48.48,4,0.20,16.3620
243,61,CA-2016-111682,20160617,20160618,27,59,2,NULL,48.48,4,0.20,16.3620
244,61,CA-2016-111682,20160617,20160618,27,59,1,NULL,48.48,4,0.20,16.3620
245,62,CA-2016-111682,20160617,20160618,27,60,4,NULL,1.68,1,0.00,0.8400
246,62,CA-2016-111682,20160617,20160618,27,60,3,NULL,1.68,1,0.00,0.8400
247,62,CA-2016-111682,20160617,20160618,27,60,2,NULL,1.68,1,0.00,0.8400
248,62,CA-2016-111682,20160617,20160618,27,60,1,NULL,1.68,1,0.00,0.8400
249,63,CA-2015-135545,20151124,20151130,28,61,4,NULL,13.98,2,0.00,6.1512
250,63,CA-2015-135545,20151124,20151130,28,61,3,NULL,13.98,2,0.00,6.1512
251,63,CA-2015-135545,20151124,20151130,28,61,2,NULL,13.98,2,0.00,6.1512
252,63,CA-2015-135545,20151124,20151130,28,61,1,NULL,13.98,2,0.00,6.1512
253,64,CA-2015-135545,20151124,20151130,28,62,4,NULL,25.82,6,0.20,9.3612
254,64,CA-2015-135545,20151124,20151130,28,62,3,NULL,25.82,6,0.20,9.3612
255,64,CA-2015-135545,20151124,20151130,28,62,2,NULL,25.82,6,0.20,9.3612
256,64,CA-2015-135545,20151124,20151130,28,62,1,NULL,25.82,6,0.20,9.3612
257,65,CA-2015-135545,20151124,20151130,28,63,4,NULL,146.73,3,0.00,68.9631
258,65,CA-2015-135545,20151124,20151130,28,63,3,NULL,146.73,3,0.00,68.9631
259,65,CA-2015-135545,20151124,20151130,28,63,2,NULL,146.73,3,0.00,68.9631
260,65,CA-2015-135545,20151124,20151130,28,63,1,NULL,146.73,3,0.00,68.9631
261,66,CA-2015-135545,20151124,20151130,28,64,4,NULL,79.76,4,0.00,22.3328
262,66,CA-2015-135545,20151124,20151130,28,64,3,NULL,79.76,4,0.00,22.3328
263,66,CA-2015-135545,20151124,20151130,28,64,2,NULL,79.76,4,0.00,22.3328
264,66,CA-2015-135545,20151124,20151130,28,64,1,NULL,79.76,4,0.00,22.3328
265,67,US-2015-164175,20150430,20150505,29,65,4,NULL,213.12,5,0.30,-15.2225
266,67,US-2015-164175,20150430,20150505,29,65,3,NULL,213.12,5,0.30,-15.2225
267,67,US-2015-164175,20150430,20150505,29,65,2,NULL,213.12,5,0.30,-15.2225
268,67,US-2015-164175,20150430,20150505,29,65,1,NULL,213.12,5,0.30,-15.2225
269,68,CA-2014-106376,20141205,20141210,30,66,4,NULL,1113.02,8,0.20,111.3024
270,68,CA-2014-106376,20141205,20141210,30,66,3,NULL,1113.02,8,0.20,111.3024
271,68,CA-2014-106376,20141205,20141210,30,66,2,NULL,1113.02,8,0.20,111.3024
272,68,CA-2014-106376,20141205,20141210,30,66,1,NULL,1113.02,8,0.20,111.3024
273,69,CA-2014-106376,20141205,20141210,30,67,4,NULL,167.97,4,0.20,62.9880
274,69,CA-2014-106376,20141205,20141210,30,67,3,NULL,167.97,4,0.20,62.9880
275,69,CA-2014-106376,20141205,20141210,30,67,2,NULL,167.97,4,0.20,62.9880
276,69,CA-2014-106376,20141205,20141210,30,67,1,NULL,167.97,4,0.20,62.9880
277,70,CA-2016-119823,20160604,20160606,31,68,4,NULL,75.88,2,0.00,35.6636
278,70,CA-2016-119823,20160604,20160606,31,68,3,NULL,75.88,2,0.00,35.6636
279,70,CA-2016-119823,20160604,20160606,31,68,2,NULL,75.88,2,0.00,35.6636
280,70,CA-2016-119823,20160604,20160606,31,68,1,NULL,75.88,2,0.00,35.6636
281,71,CA-2016-106075,20160918,20160923,32,69,4,NULL,4.62,1,0.20,1.7310
282,71,CA-2016-106075,20160918,20160923,32,69,3,NULL,4.62,1,0.20,1.7310
283,71,CA-2016-106075,20160918,20160923,32,69,2,NULL,4.62,1,0.20,1.7310
284,71,CA-2016-106075,20160918,20160923,32,69,1,NULL,4.62,1,0.20,1.7310
285,72,CA-2017-114440,20170914,20170917,15,70,4,NULL,19.05,3,0.00,8.7630
286,72,CA-2017-114440,20170914,20170917,15,70,3,NULL,19.05,3,0.00,8.7630
287,72,CA-2017-114440,20170914,20170917,15,70,2,NULL,19.05,3,0.00,8.7630
288,72,CA-2017-114440,20170914,20170917,15,70,1,NULL,19.05,3,0.00,8.7630
289,73,US-2015-134026,20150426,20150502,33,71,4,NULL,831.94,8,0.20,-114.3912
290,73,US-2015-134026,20150426,20150502,33,71,3,NULL,831.94,8,0.20,-114.3912
291,73,US-2015-134026,20150426,20150502,33,71,2,NULL,831.94,8,0.20,-114.3912
292,73,US-2015-134026,20150426,20150502,33,71,1,NULL,831.94,8,0.20,-114.3912
293,74,US-2015-134026,20150426,20150502,33,72,4,NULL,97.04,2,0.20,1.2130
294,74,US-2015-134026,20150426,20150502,33,72,3,NULL,97.04,2,0.20,1.2130
295,74,US-2015-134026,20150426,20150502,33,72,2,NULL,97.04,2,0.20,1.2130
296,74,US-2015-134026,20150426,20150502,33,72,1,NULL,97.04,2,0.20,1.2130
297,75,US-2015-134026,20150426,20150502,33,73,4,NULL,72.78,1,0.20,-18.1960
298,75,US-2015-134026,20150426,20150502,33,73,3,NULL,72.78,1,0.20,-18.1960
299,75,US-2015-134026,20150426,20150502,33,73,2,NULL,72.78,1,0.20,-18.1960
300,75,US-2015-134026,20150426,20150502,33,73,1,NULL,72.78,1,0.20,-18.1960
301,76,US-2017-118038,20171209,20171211,34,74,4,NULL,1.25,3,0.80,-1.9344
