order_key,order_id,order_date_key,ship_date_key,customer_key,shipmode_key,store_key,total_sales,total_quantity,total_discount,total_profit,product_count
57,US-2015-150630,20150917,20150921,15,NULL,4,3329.43,28,2.70,-1647.9386,7
58,US-2015-150630,20150917,20150921,15,NULL,3,3329.43,28,2.70,-1647.9386,7
59,US-2015-150630,20150917,20150921,15,NULL,2,3329.43,28,2.70,-1647.9386,7
60,US-2015-150630,20150917,20150921,15,NULL,1,3329.43,28,2.70,-1647.9386,7
61,CA-2017-107727,20171019,20171023,16,NULL,4,29.47,3,0.20,9.9468,1
62,CA-2017-107727,20171019,20171023,16,NULL,3,29.47,3,0.20,9.9468,1
63,CA-2017-107727,20171019,20171023,16,NULL,2,29.47,3,0.20,9.9468,1
64,CA-2017-107727,20171019,20171023,16,NULL,1,29.47,3,0.20,9.9468,1
65,CA-2016-117590,20161208,20161210,17,NULL,4,1288.46,12,0.80,-24.4893,2
66,CA-2016-117590,20161208,20161210,17,NULL,3,1288.46,12,0.80,-24.4893,2
67,CA-2016-117590,20161208,20161210,17,NULL,2,1288.46,12,0.80,-24.4893,2
68,CA-2016-117590,20161208,20161210,17,NULL,1,1288.46,12,0.80,-24.4893,2
69,CA-2015-117415,20151227,20151231,18,NULL,4,1228.95,19,1.02,15.0480,4
70,CA-2015-117415,20151227,20151231,18,NULL,3,1228.95,19,1.02,15.0480,4
71,CA-2015-117415,20151227,20151231,18,NULL,2,1228.95,19,1.02,15.0480,4
72,CA-2015-117415,20151227,20151231,18,NULL,1,1228.95,19,1.02,15.0480,4
73,CA-2017-120999,20170910,20170915,19,NULL,4,147.17,4,0.20,16.5564,1
74,CA-2017-120999,20170910,20170915,19,NULL,3,147.17,4,0.20,16.5564,1
75,CA-2017-120999,20170910,20170915,19,NULL,2,147.17,4,0.20,16.5564,1
76,CA-2017-120999,20170910,20170915,19,NULL,1,147.17,4,0.20,16.5564,1
77,CA-2016-101343,20160717,20160722,20,NULL,4,77.88,2,0.00,3.8940,1
78,CA-2016-101343,20160717,20160722,20,NULL,3,77.88,2,0.00,3.8940,1
79,CA-2016-101343,20160717,20160722,20,NULL,2,77.88,2,0.00,3.8940,1
80,CA-2016-101343,20160717,20160722,20,NULL,1,77.88,2,0.00,3.8940,1
81,CA-2017-139619,20170919,20170923,21,NULL,4,95.62,2,0.20,9.5616,1
82,CA-2017-139619,20170919,20170923,21,NULL,3,95.62,2,0.20,9.5616,1
83,CA-2017-139619,20170919,20170923,21,NULL,2,95.62,2,0.20,9.5616,1
84,CA-2017-139619,20170919,20170923,21,NULL,1,95.62,2,0.20,9.5616,1
85,CA-2016-118255,20160311,20160313,22,NULL,4,63.44,4,0.00,27.9776,2
86,CA-2016-118255,20160311,20160313,22,NULL,3,63.44,4,0.00,27.9776,2
87,CA-2016-118255,20160311,20160313,22,NULL,2,63.44,4,0.00,27.9776,2
88,CA-2016-118255,20160311,20160313,22,NULL,1,63.44,4,0.00,27.9776,2
89,CA-2014-146703,20141020,20141025,23,NULL,4,211.96,4,0.00,8.4784,1
90,CA-2014-146703,20141020,20141025,23,NULL,3,211.96,4,0.00,8.4784,1
91,CA-2014-146703,20141020,20141025,23,NULL,2,211.96,4,0.00,8.4784,1
92,CA-2014-146703,20141020,20141025,23,NULL,1,211.96,4,0.00,8.4784,1
93,CA-2016-169194,20160620,20160625,24,NULL,4,66.80,5,0.00,11.0540,2
94,CA-2016-169194,20160620,20160625,24,NULL,3,66.80,5,0.00,11.0540,2
95,CA-2016-169194,20160620,20160625,24,NULL,2,66.80,5,0.00,11.0540,2
96,CA-2016-169194,20160620,20160625,24,NULL,1,66.80,5,0.00,11.0540,2
97,CA-2015-115742,20150418,20150422,25,NULL,4,209.55,15,0.00,73.3529,4
98,CA-2015-115742,20150418,20150422,25,NULL,3,209.55,15,0.00,73.3529,4
99,CA-2015-115742,20150418,20150422,25,NULL,2,209.55,15,0.00,73.3529,4
100,CA-2015-115742,20150418,20150422,25,NULL,1,209.55,15,0.00,73.3529,4
101,CA-2016-105816,20161211,20161217,26,NULL,4,1045.21,12,0.00,304.9421,2
102,CA-2016-105816,20161211,20161217,26,NULL,3,1045.21,12,0.00,304.9421,2
103,CA-2016-105816,20161211,20161217,26,NULL,2,1045.21,12,0.00,304.9421,2
104,CA-2016-105816,20161211,20161217,26,NULL,1,1045.21,12,0.00,304.9421,2
105,CA-2016-111682,20160617,20160618,27,NULL,4,655.09,25,0.30,102.2808,7
106,CA-2016-111682,20160617,20160618,27,NULL,3,655.09,25,0.30,102.2808,7
107,CA-2016-111682,20160617,20160618,27,NULL,2,655.09,25,0.30,102.2808,7
108,CA-2016-111682,20160617,20160618,27,NULL,1,655.09,25,0.30,102.2808,7
109,CA-2015-135545,20151124,20151130,28,NULL,4,266.29,15,0.20,106.8083,4
110,CA-2015-135545,20151124,20151130,28,NULL,3,266.29,15,0.20,106.8083,4
111,CA-2015-135545,20151124,20151130,28,NULL,2,266.29,15,0.20,106.8083,4
112,CA-2015-135545,20151124,20151130,28,NULL,1,266.29,15,0.20,106.8083,4
113,US-2015-164175,20150430,20150505,29,NULL,4,213.12,5,0.30,-15.2225,1
114,US-2015-164175,20150430,20150505,29,NULL,3,213.12,5,0.30,-15.2225,1
115,US-2015-164175,20150430,20150505,29,NULL,2,213.12,5,0.30,-15.2225,1
116,US-2015-164175,20150430,20150505,29,NULL,1,213.12,5,0.30,-15.2225,1
117,CA-2014-106376,20141205,20141210,30,NULL,4,1280.99,12,0.40,174.2904,2
118,CA-2014-106376,20141205,20141210,30,NULL,3,1280.99,12,0.40,174.2904,2
119,CA-2014-106376,20141205,20141210,30,NULL,2,1280.99,12,0.40,174.2904,2
120,CA-2014-106376,20141205,20141210,30,NULL,1,1280.99,12,0.40,174.2904,2
121,CA-2016-119823,20160604,20160606,31,NULL,4,75.88,2,0.00,35.6636,1
122,CA-2016-119823,20160604,20160606,31,NULL,3,75.88,2,0.00,35.6636,1
123,CA-2016-119823,20160604,20160606,31,NULL,2,75.88,2,0.00,35.6636,1
124,CA-2016-119823,20160604,20160606,31,NULL,1,75.88,2,0.00,35.6636,1
125,CA-2016-106075,20160918,20160923,32,NULL,4,4.62,1,0.20,1.7310,1
126,CA-2016-106075,20160918,20160923,32,NULL,3,4.62,1,0.20,1.7310,1
127,CA-2016-106075,20160918,20160923,32,NULL,2,4.62,1,0.20,1.7310,1
128,CA-2016-106075,20160918,20160923,32,NULL,1,4.62,1,0.20,1.7310,1
129,CA-2017-114440,20170914,20170917,15,NULL,4,19.05,3,0.00,8.7630,1
130,CA-2017-114440,20170914,20170917,15,NULL,3,19.05,3,0.00,8.7630,1
131,CA-2017-114440,20170914,20170917,15,NULL,2,19.05,3,0.00,8.7630,1
132,CA-2017-114440,20170914,20170917,15,NULL,1,19.05,3,0.00,8.7630,1
133,US-2015-134026,20150426,20150502,33,NULL,4,1001.76,11,0.60,-131.3742,3
134,US-2015-134026,20150426,20150502,33,NULL,3,1001.76,11,0.60,-131.3742,3
135,US-2015-134026,20150426,20150502,33,NULL,2,1001.76,11,0.60,-131.3742,3
136,US-2015-134026,20150426,20150502,33,NULL,1,1001.76,11,0.60,-131.3742,3
137,US-2017-118038,20171209,20171211,34,NULL,4,38.20,9,1.60,-5.0352,3
138,US-2017-118038,20171209,20171211,34,NULL,3,38.20,9,1.60,-5.0352,3
139,US-2017-118038,20171209,20171211,34,NULL,2,38.20,9,1.60,-5.0352,3
140,US-2017-118038,20171209,20171211,34,NULL,1,38.20,9,1.60,-5.0352,3
141,US-2014-147606,20141126,20141201,33,NULL,4,19.30,5,0.60,-14.4750,1
142,US-2014-147606,20141126,20141201,33,NULL,3,19.30,5,0.60,-14.4750,1
143,US-2014-147606,20141126,20141201,33,NULL,2,19.30,5,0.60,-14.4750,1
144,US-2014-147606,20141126,20141201,33,NULL,1,19.30,5,0.60,-14.4750,1
145,CA-2016-127208,20160612,20160615,35,NULL,4,224.90,4,0.00,64.2384,2
146,CA-2016-127208,20160612,20160615,35,NULL,3,224.90,4,0.00,64.2384,2
147,CA-2016-127208,20160612,20160615,35,NULL,2,224.90,4,0.00,64.2384,2
148,CA-2016-127208,20160612,20160615,35,NULL,1,224.90,4,0.00,64.2384,2
149,CA-2014-139451,20141012,20141016,36,NULL,4,36.29,6,0.00,10.3751,2
150,CA-2014-139451,20141012,20141016,36,NULL,3,36.29,6,0.00,10.3751,2
151,CA-2014-139451,20141012,20141016,36,NULL,2,36.29,6,0.00,10.3751,2
152,CA-2014-139451,20141012,20141016,36,NULL,1,36.29,6,0.00,10.3751,2
153,CA-2015-149734,20150903,20150908,37,NULL,4,200.98,7,0.20,62.8075,1
154,CA-2015-149734,20150903,20150908,37,NULL,3,200.98,7,0.20,62.8075,1
155,CA-2015-149734,20150903,20150908,37,NULL,2,200.98,7,0.20,62.8075,1
156,CA-2015-149734,20150903,20150908,37,NULL,1,200.98,7,0.20,62.8075,1
157,US-2017-119662,20171113,20171116,38,NULL,4,230.38,3,0.20,-48.9549,1
158,US-2017-119662,20171113,20171116,38,NULL,3,230.38,3,0.20,-48.9549,1
159,US-2017-119662,20171113,20171116,38,NULL,2,230.38,3,0.20,-48.9549,1
160,US-2017-119662,20171113,20171116,38,NULL,1,230.38,3,0.20,-48.9549,1
161,CA-2017-140088,20170528,20170530,23,NULL,4,301.96,2,0.00,33.2156,1
162,CA-2017-140088,20170528,20170530,23,NULL,3,301.96,2,0.00,33.2156,1
163,CA-2017-140088,20170528,20170530,23,NULL,2,301.96,2,0.00,33.2156,1
164,CA-2017-140088,20170528,20170530,23,NULL,1,301.96,2,0.00,33.2156,1
165,CA-2017-155558,20171026,20171102,39,NULL,4,26.15,3,0.00,9.7534,2
166,CA-2017-155558,20171026,20171102,39,NULL,3,26.15,3,0.00,9.7534,2
167,CA-2017-155558,20171026,20171102,39,NULL,2,26.15,3,0.00,9.7534,2
168,CA-2017-155558,20171026,20171102,39,NULL,1,26.15,3,0.00,9.7534,2
169,CA-2016-159695,20160405,20160410,40,NULL,4,158.37,7,0.20,13.8572,1
170,CA-2016-159695,20160405,20160410,40,NULL,3,158.37,7,0.20,13.8572,1
171,CA-2016-159695,20160405,20160410,40,NULL,2,158.37,7,0.20,13.8572,1
172,CA-2016-159695,20160405,20160410,40,NULL,1,158.37,7,0.20,13.8572,1
173,CA-2016-109806,20160917,20160922,41,NULL,4,100.16,6,0.20,18.0216,3
174,CA-2016-109806,20160917,20160922,41,NULL,3,100.16,6,0.20,18.0216,3
175,CA-2016-109806,20160917,20160922,41,NULL,2,100.16,6,0.20,18.0216,3
176,CA-2016-109806,20160917,20160922,41,NULL,1,100.16,6,0.20,18.0216,3
177,CA-2015-149587,20150131,20150205,42,NULL,4,99.26,7,0.00,38.9066,3
178,CA-2015-149587,20150131,20150205,42,NULL,3,99.26,7,0.00,38.9066,3
179,CA-2015-149587,20150131,20150205,42,NULL,2,99.26,7,0.00,38.9066,3
180,CA-2015-149587,20150131,20150205,42,NULL,1,99.26,7,0.00,38.9066,3
181,US-2017-109484,20171106,20171112,43,NULL,4,5.68,1,0.70,-3.7880,1
182,US-2017-109484,20171106,20171112,43,NULL,3,5.68,1,0.70,-3.7880,1
183,US-2017-109484,20171106,20171112,43,NULL,2,5.68,1,0.70,-3.7880,1
184,US-2017-109484,20171106,20171112,43,NULL,1,5.68,1,0.70,-3.7880,1
185,CA-2017-161018,20171109,20171111,44,NULL,4,96.53,7,0.00,40.5426,1
186,CA-2017-161018,20171109,20171111,44,NULL,3,96.53,7,0.00,40.5426,1
187,CA-2017-161018,20171109,20171111,44,NULL,2,96.53,7,0.00,40.5426,1
188,CA-2017-161018,20171109,20171111,44,NULL,1,96.53,7,0.00,40.5426,1
189,CA-2017-157833,20170617,20170620,45,NULL,4,51.31,3,0.20,17.9592,1
190,CA-2017-157833,20170617,20170620,45,NULL,3,51.31,3,0.20,17.9592,1
191,CA-2017-157833,20170617,20170620,45,NULL,2,51.31,3,0.20,17.9592,1
192,CA-2017-157833,20170617,20170620,45,NULL,1,51.31,3,0.20,17.9592,1
193,CA-2016-149223,20160906,20160911,46,NULL,4,77.88,6,0.00,22.5852,1
194,CA-2016-149223,20160906,20160911,46,NULL,3,77.88,6,0.00,22.5852,1
195,CA-2016-149223,20160906,20160911,46,NULL,2,77.88,6,0.00,22.5852,1
196,CA-2016-149223,20160906,20160911,46,NULL,1,77.88,6,0.00,22.5852,1
197,CA-2016-158568,20160829,20160902,47,NULL,4,162.39,13,1.20,8.7815,3
198,CA-2016-158568,20160829,20160902,47,NULL,3,162.39,13,1.20,8.7815,3
199,CA-2016-158568,20160829,20160902,47,NULL,2,162.39,13,1.20,8.7815,3
200,CA-2016-158568,20160829,20160902,47,NULL,1,162.39,13,1.20,8.7815,3
201,CA-2016-129903,20161201,20161204,48,NULL,4,23.92,4,0.00,11.7208,1
202,CA-2016-129903,20161201,20161204,48,NULL,3,23.92,4,0.00,11.7208,1
203,CA-2016-129903,20161201,20161204,48,NULL,2,23.92,4,0.00,11.7208,1
204,CA-2016-129903,20161201,20161204,48,NULL,1,23.92,4,0.00,11.7208,1
205,US-2015-156867,20151113,20151117,49,NULL,4,378.14,12,1.10,-56.5317,3
206,US-2015-156867,20151113,20151117,49,NULL,3,378.14,12,1.10,-56.5317,3
207,US-2015-156867,20151113,20151117,49,NULL,2,378.14,12,1.10,-56.5317,3
208,US-2015-156867,20151113,20151117,49,NULL,1,378.14,12,1.10,-56.5317,3
209,CA-2017-119004,20171123,20171128,50,NULL,4,105.41,10,0.60,20.7748,3
210,CA-2017-119004,20171123,20171128,50,NULL,3,105.41,10,0.60,20.7748,3
211,CA-2017-119004,20171123,20171128,50,NULL,2,105.41,10,0.60,20.7748,3
212,CA-2017-119004,20171123,20171128,50,NULL,1,105.41,10,0.60,20.7748,3
213,CA-2015-129476,20151015,20151020,51,NULL,4,339.96,5,0.20,67.9920,1
214,CA-2015-129476,20151015,20151020,51,NULL,3,339.96,5,0.20,67.9920,1
215,CA-2015-129476,20151015,20151020,51,NULL,2,339.96,5,0.20,67.9920,1
216,CA-2015-129476,20151015,20151020,51,NULL,1,339.96,5,0.20,67.9920,1
217,CA-2017-146780,20171225,20171230,52,NULL,4,41.96,2,0.00,10.9096,1
218,CA-2017-146780,20171225,20171230,52,NULL,3,41.96,2,0.00,10.9096,1
219,CA-2017-146780,20171225,20171230,52,NULL,2,41.96,2,0.00,10.9096,1
220,CA-2017-146780,20171225,20171230,52,NULL,1,41.96,2,0.00,10.9096,1
221,CA-2016-128867,20161103,20161110,53,NULL,4,103.20,8,0.00,36.1356,2
222,CA-2016-128867,20161103,20161110,53,NULL,3,103.20,8,0.00,36.1356,2
223,CA-2016-128867,20161103,20161110,53,NULL,2,103.20,8,0.00,36.1356,2
224,CA-2016-128867,20161103,20161110,53,NULL,1,103.20,8,0.00,36.1356,2
225,CA-2014-115259,20140825,20140827,54,NULL,4,199.26,25,0.80,67.7109,4
226,CA-2014-115259,20140825,20140827,54,NULL,3,199.26,25,0.80,67.7109,4
227,CA-2014-115259,20140825,20140827,54,NULL,2,199.26,25,0.80,67.7109,4
228,CA-2014-115259,20140825,20140827,54,NULL,1,199.26,25,0.80,67.7109,4
229,CA-2015-110457,20150302,20150306,55,NULL,4,787.53,3,0.00,165.3813,1
230,CA-2015-110457,20150302,20150306,55,NULL,3,787.53,3,0.00,165.3813,1
231,CA-2015-110457,20150302,20150306,55,NULL,2,787.53,3,0.00,165.3813,1
232,CA-2015-110457,20150302,20150306,55,NULL,1,787.53,3,0.00,165.3813,1
233,US-2015-136476,20150405,20150410,56,NULL,4,157.79,1,0.70,-115.7156,1
234,US-2015-136476,20150405,20150410,56,NULL,3,157.79,1,0.70,-115.7156,1
235,US-2015-136476,20150405,20150410,56,NULL,2,157.79,1,0.70,-115.7156,1
236,US-2015-136476,20150405,20150410,56,NULL,1,157.79,1,0.70,-115.7156,1
237,CA-2016-103730,20160612,20160615,57,NULL,4,487.50,29,0.00,167.1510,5
238,CA-2016-103730,20160612,20160615,57,NULL,3,487.50,29,0.00,167.1510,5
239,CA-2016-103730,20160612,20160615,57,NULL,2,487.50,29,0.00,167.1510,5
240,CA-2016-103730,20160612,20160615,57,NULL,1,487.50,29,0.00,167.1510,5
241,US-2014-152030,20141226,20141228,58,NULL,4,600.56,3,0.30,-8.5794,1
242,US-2014-152030,20141226,20141228,58,NULL,3,600.56,3,0.30,-8.5794,1
243,US-2014-152030,20141226,20141228,58,NULL,2,600.56,3,0.30,-8.5794,1
244,US-2014-152030,20141226,20141228,58,NULL,1,600.56,3,0.30,-8.5794,1
245,US-2014-134614,20140920,20140925,59,NULL,4,617.70,6,0.50,-407.6820,1
246,US-2014-134614,20140920,20140925,59,NULL,3,617.70,6,0.50,-407.6820,1
247,US-2014-134614,20140920,20140925,59,NULL,2,617.70,6,0.50,-407.6820,1
248,US-2014-134614,20140920,20140925,59,NULL,1,617.70,6,0.50,-407.6820,1
249,US-2017-107272,20171105,20171112,60,NULL,4,246.38,9,0.90,28.6682,2
250,US-2017-107272,20171105,20171112,60,NULL,3,246.38,9,0.90,28.6682,2
251,US-2017-107272,20171105,20171112,60,NULL,2,246.38,9,0.90,28.6682,2
252,US-2017-107272,20171105,20171112,60,NULL,1,246.38,9,0.90,28.6682,2
253,US-2016-125969,20161106,20161110,61,NULL,4,319.98,5,0.20,17.0814,2
254,US-2016-125969,20161106,20161110,61,NULL,3,319.98,5,0.20,17.0814,2
255,US-2016-125969,20161106,20161110,61,NULL,2,319.98,5,0.20,17.0814,2
256,US-2016-125969,20161106,20161110,61,NULL,1,319.98,5,0.20,17.0814,2
257,US-2017-164147,20170202,20170205,62,NULL,4,159.73,16,0.80,24.3432,3
258,US-2017-164147,20170202,20170205,62,NULL,3,159.73,16,0.80,24.3432,3
259,US-2017-164147,20170202,20170205,62,NULL,2,159.73,16,0.80,24.3432,3
260,US-2017-164147,20170202,20170205,62,NULL,1,159.73,16,0.80,24.3432,3
261,CA-2016-145583,20161013,20161019,63,NULL,4,256.20,33,0.20,97.5074,7
262,CA-2016-145583,20161013,20161019,63,NULL,3,256.20,33,0.20,97.5074,7
263,CA-2016-145583,20161013,20161019,63,NULL,2,256.20,33,0.20,97.5074,7
264,CA-2016-145583,20161013,20161019,63,NULL,1,256.20,33,0.20,97.5074,7
265,CA-2016-110366,20160905,20160907,64,NULL,4,82.80,2,0.20,10.3500,1
266,CA-2016-110366,20160905,20160907,64,NULL,3,82.80,2,0.20,10.3500,1
267,CA-2016-110366,20160905,20160907,64,NULL,2,82.80,2,0.20,10.3500,1
268,CA-2016-110366,20160905,20160907,64,NULL,1,82.80,2,0.20,10.3500,1
269,CA-2017-106180,20170918,20170923,65,NULL,4,163.38,9,0.00,76.4616,3
270,CA-2017-106180,20170918,20170923,65,NULL,3,163.38,9,0.00,76.4616,3
271,CA-2017-106180,20170918,20170923,65,NULL,2,163.38,9,0.00,76.4616,3
272,CA-2017-106180,20170918,20170923,65,NULL,1,163.38,9,0.00,76.4616,3
273,CA-2017-155376,20171222,20171227,66,NULL,4,839.43,3,0.00,218.2518,1
274,CA-2017-155376,20171222,20171227,66,NULL,3,839.43,3,0.00,218.2518,1
275,CA-2017-155376,20171222,20171227,66,NULL,2,839.43,3,0.00,218.2518,1
276,CA-2017-155376,20171222,20171227,66,NULL,1,839.43,3,0.00,218.2518,1
277,CA-2015-110744,20150907,20150912,67,NULL,4,671.93,7,0.00,20.1579,1
278,CA-2015-110744,20150907,20150912,67,NULL,3,671.93,7,0.00,20.1579,1
279,CA-2015-110744,20150907,20150912,67,NULL,2,671.93,7,0.00,20.1579,1
280,CA-2015-110744,20150907,20150912,67,NULL,1,671.93,7,0.00,20.1579,1
281,CA-2014-110072,20141022,20141028,68,NULL,4,93.89,4,0.20,12.9096,1
282,CA-2014-110072,20141022,20141028,68,NULL,3,93.89,4,0.20,12.9096,1
283,CA-2014-110072,20141022,20141028,68,NULL,2,93.89,4,0.20,12.9096,1
284,CA-2014-110072,20141022,20141028,68,NULL,1,93.89,4,0.20,12.9096,1
285,CA-2016-114489,20161205,20161209,69,NULL,4,2657.81,27,0.00,775.9808,4
286,CA-2016-114489,20161205,20161209,69,NULL,3,2657.81,27,0.00,775.9808,4
287,CA-2016-114489,20161205,20161209,69,NULL,2,2657.81,27,0.00,775.9808,4
288,CA-2016-114489,20161205,20161209,69,NULL,1,2657.81,27,0.00,775.9808,4
289,CA-2016-158834,20160313,20160316,70,NULL,4,361.10,7,0.40,33.0048,2
290,CA-2016-158834,20160313,20160316,70,NULL,3,361.10,7,0.40,33.0048,2
291,CA-2016-158834,20160313,20160316,70,NULL,2,361.10,7,0.40,33.0048,2
292,CA-2016-158834,20160313,20160316,70,NULL,1,361.10,7,0.40,33.0048,2
293,CA-2015-124919,20150531,20150602,71,NULL,4,244.78,17,0.00,95.8390,3
294,CA-2015-124919,20150531,20150602,71,NULL,3,244.78,17,0.00,95.8390,3
295,CA-2015-124919,20150531,20150602,71,NULL,2,244.78,17,0.00,95.8390,3
296,CA-2015-124919,20150531,20150602,71,NULL,1,244.78,17,0.00,95.8390,3
297,CA-2015-118948,20150528,20150603,72,NULL,4,6.63,3,0.00,1.7901,1
298,CA-2015-118948,20150528,20150603,72,NULL,3,6.63,3,0.00,1.7901,1
299,CA-2015-118948,20150528,20150603,72,NULL,2,6.63,3,0.00,1.7901,1
300,CA-2015-118948,20150528,20150603,72,NULL,1,6.63,3,0.00,1.7901,1
301,CA-2014-104269,20140301,20140306,73,NULL,4,457.57,2,0.20,51.4764,1
302,CA-2014-104269,20140301,20140306,73,NULL,3,457.57,2,0.20,51.4764,1
303,CA-2014-104269,20140301,20140306,73,NULL,2,457.57,2,0.20,51.4764,1
304,CA-2014-104269,20140301,20140306,73,NULL,1,457.57,2,0.20,51.4764,1
305,CA-2016-114104,20161120,20161124,74,NULL,4,959.55,9,0.00,243.1039,2
306,CA-2016-114104,20161120,20161124,74,NULL,3,959.55,9,0.00,243.1039,2
307,CA-2016-114104,20161120,20161124,74,NULL,2,959.55,9,0.00,243.1039,2
308,CA-2016-114104,20161120,20161124,74,NULL,1,959.55,9,0.00,243.1039,2
309,CA-2016-162733,20160511,20160512,75,NULL,4,5.98,1,0.00,2.6910,1
310,CA-2016-162733,20160511,20160512,75,NULL,3,5.98,1,0.00,2.6910,1
311,CA-2016-162733,20160511,20160512,75,NULL,2,5.98,1,0.00,2.6910,1
312,CA-2016-162733,20160511,20160512,75,NULL,1,5.98,1,0.00,2.6910,1
313,CA-2015-119697,20151228,20151231,76,NULL,4,54.38,2,0.20,1.3596,1
314,CA-2015-119697,20151228,20151231,76,NULL,3,54.38,2,0.20,1.3596,1
